Brand,Model_Year,Fuel_Type,Transmission,Kilometers_Driven,Mileage_kmpl,Engine_CC,Owner_Type,Seats,Price_Lakh
Honda,2023,CNG,Automatic,23316,13.0,2091,First,4,14.18
Hyundai,2023,Petrol,Manual,163376,24.8,2998,Third,7,5.09
Maruti,2014,Diesel,Manual,101058,21.0,2542,Third,5,4.46
Toyota,2007,Petrol,Automatic,92876,21.6,2078,Second,6,9.2
Tata,2018,Electric,Automatic,90366,19.8,2200,Second,6,7.03
Tata,2023,Diesel,Automatic,18403,17.1,2476,Third,6,11.82
Maruti,2009,Electric,Automatic,85052,18.6,1654,First,6,1.38
Honda,2009,CNG,Automatic,78495,10.7,2181,Second,7,9.07
Maruti,2021,Electric,Manual,168004,19.4,1504,Third,7,3.44
Hyundai,2014,Electric,Automatic,101090,19.4,1625,Third,5,4.07
Maruti,2009,CNG,Manual,41701,23.4,1804,Third,6,3.29
Tata,2008,Petrol,Manual,139457,17.6,1176,First,4,1.93
Maruti,2010,CNG,Manual,62241,11.2,1772,Second,7,3.09
Honda,2008,CNG,Automatic,146439,14.6,917,Second,5,6.86
Toyota,2011,Electric,Manual,70030,19.8,1243,Second,5,11.66
Mahindra,2011,Petrol,Manual,182577,13.6,1554,First,7,6.48
Maruti,2022,Diesel,Manual,169404,14.2,1439,Second,4,5.72
Honda,2007,CNG,Manual,171340,22.3,2971,Second,4,6.6
Honda,2005,Petrol,Automatic,161635,18.8,2100,Second,6,4.92
Toyota,2008,CNG,Automatic,110185,17.6,1422,Second,7,9.65
Tata,2010,CNG,Manual,41404,14.8,2292,First,4,6.49
Honda,2013,CNG,Manual,60182,21.0,2808,Third,7,10.95
Honda,2018,CNG,Automatic,37991,14.3,2451,Third,5,13.35
Honda,2016,Electric,Automatic,109601,21.1,2523,Second,5,12.65
Honda,2008,Petrol,Automatic,183735,11.1,2719,Second,5,7.43
Hyundai,2016,Petrol,Manual,70886,23.0,1718,Second,7,6.46
Hyundai,2014,Petrol,Automatic,127002,17.5,1973,First,6,3.62
Tata,2011,CNG,Manual,88848,16.6,1985,Second,6,7.28
Maruti,2007,Electric,Manual,160199,19.2,919,First,4,0.04
Honda,2018,CNG,Automatic,62692,19.4,1381,Second,7,10.9
Toyota,2014,CNG,Manual,42500,12.0,2747,Second,6,12.6
Maruti,2020,Petrol,Automatic,38785,21.3,2946,Third,7,7.17
Toyota,2020,CNG,Manual,89146,14.1,1990,Second,6,13.35
Maruti,2014,Diesel,Automatic,52997,23.6,2486,First,5,3.67
Tata,2017,CNG,Manual,12170,22.3,2799,Third,5,11.31
Honda,2010,Diesel,Manual,149375,15.2,1200,First,4,8.01
Honda,2016,CNG,Automatic,76743,22.1,2149,Third,5,10.82
Mahindra,2013,Electric,Automatic,40187,15.3,2456,First,6,9.16
Toyota,2017,Electric,Automatic,137965,11.5,1420,Third,4,10.95
Maruti,2008,Petrol,Automatic,149825,24.4,1046,First,4,0.39
Maruti,2015,CNG,Manual,43090,19.8,1916,First,5,4.87
Hyundai,2022,Diesel,Automatic,64412,16.8,1423,Second,7,8.95
Mahindra,2015,Diesel,Automatic,61030,16.0,2639,Third,5,8.47
Hyundai,2008,CNG,Manual,22509,14.9,2909,Third,5,5.07
Hyundai,2022,Diesel,Automatic,73653,24.7,1099,Second,4,8.28
Hyundai,2005,Electric,Automatic,173001,12.0,1202,First,5,0.83
Toyota,2011,Diesel,Manual,134626,14.7,2471,First,6,9.4
Toyota,2010,Petrol,Automatic,184363,17.3,1052,Third,4,8.05
Tata,2019,Electric,Automatic,9042,17.2,2557,First,5,9.77
Tata,2022,Electric,Automatic,198646,17.1,2192,Third,7,7.07
Hyundai,2015,Electric,Automatic,42201,12.6,2764,Third,6,8.41
Mahindra,2019,CNG,Automatic,19016,12.2,959,First,7,11.52
Maruti,2020,CNG,Automatic,30022,13.8,1004,First,6,6.49
Toyota,2011,Electric,Manual,32938,23.7,1961,First,7,10.66
Mahindra,2014,CNG,Automatic,179750,11.7,2191,Second,5,6.48
Honda,2016,Diesel,Manual,123171,21.4,1657,Third,6,9.76
Toyota,2018,CNG,Manual,66720,21.4,1559,First,4,14.27
Toyota,2009,CNG,Manual,110514,22.1,2390,Second,4,8.12
Tata,2022,Electric,Manual,192877,23.3,2915,First,7,7.2
Maruti,2009,Petrol,Automatic,138058,13.9,932,Third,7,1.81
Maruti,2007,Petrol,Automatic,81478,13.4,2523,Second,7,3.85
Honda,2009,Petrol,Automatic,148233,17.0,1229,Third,6,6.65
Honda,2021,Diesel,Manual,156761,14.0,1997,First,4,12.3
Toyota,2023,CNG,Automatic,132101,21.0,896,First,5,11.74
Hyundai,2023,Petrol,Automatic,99699,19.5,2506,First,6,6.9
Tata,2016,Electric,Automatic,196996,23.1,1977,Second,7,6.23
Tata,2013,Petrol,Manual,104273,11.2,2518,Second,4,8.12
Toyota,2005,Petrol,Manual,68745,23.7,2065,Second,7,10.56
Mahindra,2022,CNG,Automatic,137283,14.4,2127,Second,5,9.19
Hyundai,2008,CNG,Manual,136301,17.4,2108,First,5,3.06
Toyota,2014,CNG,Manual,123972,16.6,1850,First,4,11.54
Hyundai,2011,Diesel,Automatic,184614,21.4,2183,First,6,3.16
Hyundai,2005,Diesel,Manual,150417,16.3,1380,Second,5,2.54
Hyundai,2021,Petrol,Manual,106489,24.2,1332,Second,5,6.33
Toyota,2006,CNG,Automatic,36819,23.5,1975,First,5,10.07
Tata,2015,Petrol,Manual,52779,23.1,1925,First,5,8.22
Tata,2013,Electric,Manual,97244,11.1,1698,Second,7,7.15
Hyundai,2011,Electric,Manual,70584,22.8,2269,Third,7,5.01
Mahindra,2021,CNG,Manual,156022,21.7,2052,First,6,10.25
Maruti,2021,CNG,Manual,151245,11.6,1569,First,4,6.13
Toyota,2006,Electric,Manual,63032,11.6,1633,First,4,8.83
Maruti,2010,CNG,Manual,120074,11.5,2704,Second,4,2.6
Mahindra,2018,Diesel,Manual,104273,10.2,1353,First,5,9.86
Toyota,2010,Diesel,Automatic,33036,18.2,1891,First,7,13.28
Hyundai,2006,CNG,Automatic,76356,24.6,1996,First,7,4.01
Tata,2005,Electric,Automatic,150364,16.6,2460,First,6,2.67
Maruti,2014,Petrol,Automatic,8052,18.1,1358,First,4,5.32
Honda,2009,CNG,Manual,49377,24.5,1060,Third,7,9.52
Honda,2006,CNG,Automatic,72819,13.8,2640,Third,6,7.64
Mahindra,2020,Petrol,Automatic,118689,22.9,1947,First,4,8.61
Hyundai,2006,CNG,Manual,151692,18.2,1604,First,5,1.2
Maruti,2014,Petrol,Manual,35461,18.5,1985,First,7,5.74
Hyundai,2006,Electric,Manual,25750,15.1,1074,First,7,2.27
Maruti,2020,Diesel,Manual,14472,18.4,1005,Second,4,5.82
Mahindra,2020,Electric,Manual,74263,11.1,2523,Second,5,11.31
Mahindra,2023,Diesel,Automatic,117036,21.5,1666,Second,5,11.48
Honda,2011,Petrol,Manual,193674,14.3,892,Third,7,6.43
Hyundai,2016,Diesel,Automatic,30523,23.3,1865,First,4,7.56
Toyota,2019,Electric,Automatic,166838,15.5,2151,Second,6,12.59
Honda,2012,Diesel,Manual,108262,12.1,2912,First,7,11.36
Hyundai,2010,Petrol,Automatic,71060,20.4,1164,First,5,5.5
Honda,2014,Diesel,Automatic,14079,12.5,1620,Third,6,9.17
Toyota,2007,CNG,Manual,144471,21.3,2307,Third,4,8.65
Tata,2023,Electric,Automatic,65726,24.5,2829,Second,5,11.76
Tata,2021,CNG,Automatic,97906,21.7,2724,Second,6,11.22
Tata,2011,Petrol,Automatic,21532,10.3,1885,Third,7,8.02
Tata,2008,Diesel,Manual,127689,19.0,2096,Third,5,3.66
Maruti,2018,CNG,Manual,48162,20.4,1843,First,4,5.18
Tata,2019,CNG,Manual,139821,22.4,802,First,5,5.85
Toyota,2012,Diesel,Automatic,16353,10.8,2553,Second,7,13.12
Mahindra,2019,Diesel,Manual,117313,17.2,1710,Second,4,8.74
Mahindra,2018,Electric,Automatic,33477,18.0,1106,Third,7,7.07
Maruti,2013,CNG,Manual,160642,12.5,935,Second,6,0.26
Tata,2012,CNG,Automatic,91373,14.8,2732,First,5,6.51
Tata,2021,Petrol,Manual,147509,16.6,2408,Third,7,6.91
Tata,2006,Electric,Manual,174176,22.5,2238,First,6,1.89
Honda,2007,Petrol,Automatic,199442,23.9,1672,Third,4,7.5
Hyundai,2012,CNG,Manual,9551,19.4,1941,Third,4,6.45
Honda,2016,Petrol,Automatic,73359,15.9,1465,First,6,10.12
Hyundai,2005,CNG,Manual,190952,13.8,1008,Second,6,0.65
Tata,2014,CNG,Manual,148988,24.7,1751,Second,4,6.77
Tata,2007,Petrol,Automatic,131150,24.7,1857,Second,7,6.2
Honda,2010,Petrol,Automatic,177517,23.9,1448,Second,6,8.31
Honda,2011,Diesel,Automatic,52636,21.8,2141,First,7,10.39
Hyundai,2022,Diesel,Manual,34685,14.9,2967,Third,4,8.25
Mahindra,2015,Diesel,Automatic,56134,22.3,1426,First,7,8.02
Hyundai,2023,CNG,Manual,93916,16.1,1324,Second,7,7.18
Honda,2009,Petrol,Automatic,112967,14.9,2404,Second,6,8.87
Toyota,2023,Electric,Automatic,99455,21.2,2668,First,7,14.64
Honda,2015,CNG,Automatic,176065,11.2,1568,Third,7,6.76
Toyota,2016,Electric,Automatic,180405,10.7,2894,First,7,9.36
Maruti,2014,Petrol,Automatic,194937,16.7,1571,First,4,1.82
Honda,2012,CNG,Automatic,54756,16.7,1539,First,4,9.86
Maruti,2013,Electric,Manual,127863,23.4,1321,Third,5,2.19
Mahindra,2008,Electric,Automatic,66192,11.9,2200,First,4,7.82
Hyundai,2009,Diesel,Manual,196758,11.8,2981,First,4,3.9
Toyota,2012,Diesel,Automatic,53733,12.2,1047,Second,5,11.17
Hyundai,2013,Diesel,Automatic,30993,10.4,2141,First,5,5.55
Maruti,2019,CNG,Automatic,166564,11.1,2658,Second,6,6.41
Toyota,2019,Petrol,Manual,157053,19.9,1485,Second,6,11.07
Hyundai,2020,Petrol,Manual,29143,16.5,1385,Second,4,8.08
Honda,2018,Diesel,Automatic,196349,21.5,942,Third,7,7.57
Tata,2012,Diesel,Manual,112044,24.9,1766,Second,6,4.7
Maruti,2022,Diesel,Automatic,186062,19.9,1517,First,6,3.1
Hyundai,2014,Electric,Automatic,133406,10.8,1442,First,4,2.97
Maruti,2010,Diesel,Manual,198960,11.6,1169,Second,7,-3.05
Maruti,2016,Electric,Manual,74351,23.2,1909,Second,5,4.68
Toyota,2006,Petrol,Manual,186071,17.9,1586,First,5,7.95
Toyota,2011,CNG,Manual,75309,22.4,2283,Second,4,10.14
Tata,2020,CNG,Automatic,148518,22.8,1749,Third,4,9.99
Honda,2007,CNG,Manual,166805,23.9,2148,Second,7,7.87
Maruti,2017,CNG,Manual,124156,24.2,1321,Third,4,3.66
Hyundai,2007,Electric,Automatic,81000,18.3,2752,Third,4,3.07
Mahindra,2022,Electric,Manual,184704,15.1,1154,Third,4,6.73
Maruti,2015,Diesel,Manual,26576,24.4,1746,Second,7,5.25
Maruti,2012,Electric,Manual,8320,18.2,2282,Third,4,5.33
Tata,2010,Diesel,Manual,146822,11.0,2447,Third,6,4.82
Honda,2005,Diesel,Automatic,108002,19.6,1335,Second,7,7.48
Mahindra,2005,CNG,Automatic,189535,18.8,2114,Third,6,5.4
Toyota,2012,Electric,Manual,31572,23.4,1749,Second,7,12.34
Toyota,2009,Electric,Manual,22948,19.8,1420,First,6,11.4
Hyundai,2020,Diesel,Automatic,121528,15.2,1227,Third,7,5.74
Mahindra,2015,Diesel,Manual,174898,24.5,2525,Second,5,7.52
Toyota,2009,Petrol,Manual,94051,22.0,1344,First,4,9.81
Hyundai,2008,Petrol,Manual,32867,19.5,1623,Third,4,4.22
Honda,2010,Diesel,Manual,196303,14.4,1802,Third,7,7.18
Hyundai,2018,Petrol,Manual,49678,15.6,1458,Second,6,6.02
Toyota,2023,Petrol,Manual,112561,20.0,2858,First,5,13.7
Tata,2013,Diesel,Manual,17963,11.1,1530,Second,6,6.72
Tata,2016,Diesel,Manual,54434,13.9,2632,Third,4,8.15
Tata,2015,Electric,Manual,71617,20.7,1208,Third,4,6.75
Toyota,2018,Diesel,Automatic,156341,17.2,883,Third,6,11.51
Tata,2020,Diesel,Automatic,122569,16.0,1506,Third,7,7.79
Mahindra,2005,CNG,Automatic,102352,12.3,2761,First,7,4.88
Honda,2017,Electric,Manual,84732,16.6,2247,First,6,9.8
Hyundai,2017,Electric,Manual,112648,21.6,933,Second,4,4.68
Hyundai,2006,Electric,Automatic,86494,14.0,1587,Second,6,3.67
Toyota,2008,CNG,Manual,82225,10.1,1663,Second,4,10.99
Tata,2010,Diesel,Automatic,87867,20.0,1466,Third,6,3.82
Tata,2009,Electric,Manual,173600,24.6,1076,Second,7,3.46
Maruti,2007,Electric,Automatic,83972,19.1,2575,First,5,2.08
Honda,2005,Petrol,Automatic,101261,11.8,1681,Second,4,6.5
Mahindra,2008,Electric,Automatic,95748,14.8,2860,Second,5,6.21
Hyundai,2006,Diesel,Manual,169404,23.0,2882,First,7,2.0
Maruti,2009,Diesel,Automatic,129481,13.5,2037,First,6,0.63
Maruti,2007,Petrol,Manual,134529,19.1,958,Third,7,-0.09
Toyota,2013,Electric,Manual,7251,16.0,1933,First,5,13.95
Hyundai,2010,Electric,Manual,181789,13.1,2651,First,7,3.62
Toyota,2022,Electric,Manual,104108,22.2,1078,Second,7,14.79
Mahindra,2010,CNG,Manual,163099,21.1,910,First,6,5.49
Maruti,2023,Electric,Manual,102382,19.9,1341,Third,5,6.1
Maruti,2016,Diesel,Manual,14583,13.5,1938,Second,5,6.61
Honda,2015,Diesel,Automatic,55387,11.5,1159,Third,5,9.54
Mahindra,2006,CNG,Automatic,28104,18.6,2038,First,4,5.28
Maruti,2019,CNG,Automatic,17224,18.3,2556,Third,7,8.2
Mahindra,2016,Electric,Manual,65624,12.8,1754,Third,5,7.6
Hyundai,2016,Petrol,Manual,192130,10.8,2967,First,7,5.95
Tata,2013,CNG,Manual,109320,11.2,1775,First,6,6.88
Maruti,2006,CNG,Manual,165371,24.9,1712,Second,6,-0.99
Honda,2007,Electric,Automatic,83572,21.8,1951,Second,4,7.55
Hyundai,2016,Electric,Manual,90469,23.8,1522,Second,4,5.7
Mahindra,2020,CNG,Automatic,82928,12.9,2511,First,6,9.93
Toyota,2005,Petrol,Manual,9141,24.4,1124,Third,5,10.26
Hyundai,2007,CNG,Automatic,159422,12.1,2329,Third,6,2.9
Maruti,2006,Electric,Manual,75871,17.6,2349,Second,7,0.72
Mahindra,2013,Electric,Automatic,141149,22.4,1873,Second,4,6.25
Tata,2023,CNG,Manual,51015,15.2,2745,First,4,11.04
Hyundai,2019,Petrol,Automatic,195252,16.4,2407,Third,6,6.36
Maruti,2022,CNG,Manual,176929,11.9,2916,Second,5,6.05
Honda,2015,CNG,Automatic,195912,11.8,1190,First,5,5.2
Toyota,2020,Electric,Automatic,64902,19.3,815,Second,7,12.56
Mahindra,2021,Petrol,Manual,10577,20.1,1645,First,4,12.38
Hyundai,2009,Diesel,Automatic,25002,21.7,1668,Third,6,4.23
Hyundai,2016,Petrol,Manual,55711,18.4,1367,First,6,5.4
Tata,2015,CNG,Manual,44451,19.7,2979,Second,4,8.25
Tata,2019,CNG,Manual,185175,10.2,2819,Second,6,6.94
Honda,2007,CNG,Automatic,164719,12.4,2446,Third,4,5.78
Toyota,2005,Petrol,Automatic,39831,24.8,1156,Third,5,9.79
Honda,2020,Electric,Manual,101498,11.1,2456,Second,5,11.07
Maruti,2006,CNG,Manual,133949,20.2,835,Second,6,-1.25
Maruti,2006,CNG,Automatic,100119,12.6,1827,Second,5,0.86
Honda,2007,Petrol,Automatic,71830,20.8,2891,Third,5,10.46
Toyota,2012,Diesel,Automatic,85632,20.6,913,Second,7,10.64
Honda,2019,Diesel,Manual,41833,13.5,2572,Third,4,13.51
Toyota,2011,Electric,Manual,29398,14.0,1997,Second,4,12.1
Toyota,2010,Electric,Manual,66554,19.8,2078,First,6,9.88
Mahindra,2013,CNG,Manual,55755,15.9,1265,First,4,7.66
Toyota,2005,Petrol,Manual,153778,12.9,2287,Second,7,6.94
Tata,2012,CNG,Automatic,158412,21.0,1646,First,6,5.84
Toyota,2007,Electric,Manual,69994,12.3,1301,Third,6,9.54
Toyota,2008,Petrol,Automatic,68884,22.8,1240,First,4,7.85
Toyota,2019,Petrol,Automatic,89361,17.7,2916,First,5,15.2
Maruti,2010,Electric,Manual,22482,11.6,1125,Third,5,3.12
Tata,2019,Diesel,Automatic,59225,20.4,2565,First,5,10.22
Tata,2007,Diesel,Manual,194921,17.8,866,First,5,2.95
Honda,2018,Petrol,Automatic,79854,14.5,1103,Second,7,8.12
Mahindra,2018,CNG,Manual,46256,16.3,1771,Third,6,10.85
Toyota,2008,Diesel,Manual,113721,14.5,1283,Third,5,8.4
Hyundai,2016,CNG,Automatic,86110,13.9,1728,Second,7,3.54
Mahindra,2021,Diesel,Manual,118606,12.5,2240,Second,6,9.09
Mahindra,2011,Diesel,Automatic,19650,15.4,948,First,4,7.71
Tata,2013,CNG,Manual,182190,13.8,1924,First,4,5.64
Mahindra,2007,Electric,Manual,33930,20.3,895,First,7,6.46
Toyota,2017,Diesel,Manual,105400,20.3,1081,Second,6,11.5
Toyota,2019,Diesel,Automatic,16801,17.5,1328,Third,5,13.57
Maruti,2022,CNG,Automatic,56360,21.7,2442,First,6,8.51
Toyota,2023,Electric,Manual,92908,22.6,1379,Second,5,14.17
Toyota,2005,Diesel,Automatic,152631,18.7,2463,Third,7,8.08
Tata,2010,Diesel,Manual,37334,19.3,2431,Second,5,6.05
Toyota,2006,Electric,Automatic,18288,14.2,1609,First,7,10.34
Maruti,2018,Diesel,Automatic,158470,23.4,1492,Second,6,6.21
Hyundai,2010,Electric,Manual,17191,10.4,1034,Second,6,5.78
Tata,2018,Electric,Manual,23051,15.2,1751,Second,5,8.6
Hyundai,2008,CNG,Manual,66715,20.8,2654,Second,6,6.54
Tata,2012,Petrol,Manual,15737,11.2,2160,Third,5,7.23
Honda,2007,Electric,Manual,70140,12.7,1831,First,6,8.88
Mahindra,2023,CNG,Automatic,161323,18.8,2266,Third,4,9.94
Honda,2018,Petrol,Automatic,187047,18.4,2764,Second,5,10.05
Toyota,2021,Diesel,Manual,10147,21.1,1338,Second,7,14.89
Hyundai,2012,Petrol,Manual,55508,22.2,1619,First,4,5.04
Toyota,2018,Electric,Manual,57224,11.9,2481,First,7,13.35
Mahindra,2010,Electric,Automatic,24643,10.3,1071,Third,6,6.55
Tata,2020,Electric,Manual,43967,20.3,1828,Third,4,8.46
Mahindra,2023,Electric,Manual,108535,14.5,2722,First,6,11.74
Maruti,2018,Electric,Automatic,45733,19.4,2042,Third,5,5.44
Mahindra,2023,CNG,Automatic,39808,12.3,1941,Second,7,11.25
Maruti,2007,Electric,Automatic,63959,17.0,1392,Second,6,4.76
Mahindra,2014,CNG,Automatic,137921,17.6,2405,First,7,10.35
Maruti,2023,Diesel,Manual,73178,18.8,914,Third,7,6.75
Hyundai,2013,Electric,Automatic,196812,17.7,2477,Second,6,4.17
Toyota,2017,Electric,Automatic,117255,17.4,2245,First,5,11.24
Toyota,2011,Petrol,Manual,91322,15.0,1006,Third,7,8.59
Honda,2018,Diesel,Manual,49565,11.1,911,Second,6,10.8
Toyota,2013,Electric,Manual,156255,11.3,2240,Third,5,10.07
Tata,2023,Electric,Automatic,6132,16.5,2682,Third,6,12.64
Mahindra,2019,Diesel,Manual,174331,15.3,984,Third,5,5.67
Honda,2018,CNG,Automatic,68668,17.7,2564,First,7,14.23
Tata,2010,Electric,Automatic,174635,14.6,1700,Second,4,4.12
Tata,2008,Petrol,Automatic,113835,20.3,1020,First,6,2.39
Maruti,2012,Electric,Manual,147003,23.0,2267,Second,7,2.63
Toyota,2021,Petrol,Automatic,78169,14.5,1893,Second,6,12.85
Hyundai,2013,Petrol,Manual,186711,12.9,2812,First,6,2.94
Hyundai,2005,Electric,Manual,194973,11.7,1400,First,5,-0.84
Honda,2018,Electric,Manual,105417,19.2,1960,Second,6,10.6
Hyundai,2015,Petrol,Automatic,6044,16.7,1303,Second,5,9.02
Mahindra,2007,Diesel,Automatic,182763,12.8,2978,Second,7,5.42
Hyundai,2013,Diesel,Automatic,29363,19.8,1017,Third,6,6.32
Honda,2018,Electric,Manual,51694,12.2,2298,Second,7,13.14
Hyundai,2013,CNG,Automatic,137654,18.3,1411,First,4,3.63
Mahindra,2008,Diesel,Automatic,26301,17.9,1952,First,7,6.77
Maruti,2008,Electric,Automatic,79329,21.0,856,First,6,-0.1
Honda,2012,Diesel,Automatic,6620,10.8,2004,Second,4,10.68
Maruti,2006,CNG,Automatic,67224,23.3,1045,Second,5,2.44
Maruti,2013,Electric,Manual,192727,20.5,943,Third,4,1.74
Maruti,2018,CNG,Manual,100419,13.2,1167,Third,6,4.58
Tata,2013,Electric,Manual,173606,12.8,2282,First,6,5.64
Toyota,2020,CNG,Manual,125050,16.5,1415,Third,7,11.99
Tata,2021,Diesel,Automatic,175462,22.3,2681,Third,5,7.45
Toyota,2020,Diesel,Manual,60856,22.6,2388,First,6,13.46
Maruti,2016,CNG,Automatic,185324,17.8,1498,Second,6,0.82
Honda,2007,CNG,Manual,60809,22.9,1675,Third,5,10.02
Toyota,2015,CNG,Manual,27259,10.1,2485,Second,5,13.61
Mahindra,2018,Electric,Manual,25655,10.5,1744,First,7,10.34
Mahindra,2022,Diesel,Automatic,169077,23.7,1722,First,4,10.92
Hyundai,2009,Electric,Automatic,167701,21.6,2546,Third,5,4.89
Toyota,2020,Diesel,Manual,159682,16.8,824,First,6,13.71
Honda,2009,Petrol,Automatic,193256,21.3,2487,First,5,6.58
Tata,2007,Electric,Manual,26602,24.3,2359,First,6,6.56
Maruti,2016,Diesel,Manual,90945,21.6,1883,Third,7,5.14
Hyundai,2005,Diesel,Manual,147182,22.6,1233,Third,4,2.7
Mahindra,2013,Electric,Automatic,142145,21.4,1889,Third,7,7.13
Tata,2013,Electric,Manual,105846,12.5,2751,First,5,6.0
Tata,2008,Diesel,Manual,85818,22.5,2953,Second,6,5.29
Maruti,2007,Electric,Manual,146267,12.9,895,First,5,1.07
Toyota,2021,CNG,Automatic,6537,23.4,967,Third,5,15.06
Mahindra,2006,Electric,Manual,153210,16.9,2889,Second,5,5.37
Honda,2005,Electric,Automatic,180400,20.2,2702,Second,5,5.81
Tata,2012,Electric,Manual,182274,17.5,2951,Third,4,5.14
Maruti,2017,Diesel,Automatic,176236,11.4,2668,Second,6,4.95
Honda,2019,CNG,Manual,131545,14.4,2798,Second,5,10.52
Toyota,2012,Petrol,Manual,94743,24.8,1933,Third,6,9.54
Mahindra,2016,Petrol,Automatic,190731,24.4,2810,Second,4,9.55
Toyota,2016,CNG,Automatic,91155,14.8,1548,Second,6,11.74
Tata,2018,CNG,Manual,185764,24.9,2691,Third,6,6.76
Honda,2019,CNG,Automatic,125198,22.7,1630,Second,4,11.17
Honda,2019,Diesel,Manual,160917,19.2,848,Second,5,8.17
Honda,2013,Petrol,Manual,94846,10.6,914,Second,6,9.48
Tata,2023,CNG,Manual,35562,23.5,1978,Second,7,10.39
Tata,2012,Diesel,Automatic,33036,18.4,2472,Third,6,9.04
Toyota,2023,Petrol,Manual,196824,23.0,870,First,5,9.63
Hyundai,2010,Electric,Automatic,79233,22.5,2159,First,7,5.09
Toyota,2023,Diesel,Manual,88049,22.5,866,Second,5,13.1
Mahindra,2008,Petrol,Automatic,73681,20.5,2316,Third,6,6.57
Maruti,2011,Diesel,Automatic,32818,14.4,2473,Third,4,5.39
Honda,2008,Petrol,Manual,166616,15.0,2577,Second,5,6.98
Hyundai,2016,Petrol,Automatic,67532,14.6,1766,First,5,6.83
Maruti,2017,Electric,Manual,62705,10.3,2589,Second,4,7.18
Hyundai,2007,Diesel,Manual,25104,18.7,1412,Third,6,5.02
Toyota,2016,CNG,Manual,129336,20.5,2686,Third,5,10.78
Tata,2006,Electric,Manual,132904,22.8,2422,First,6,3.54
Honda,2006,Electric,Manual,74603,12.1,1496,Third,6,7.96
Toyota,2013,Petrol,Automatic,107499,18.2,2037,Third,6,11.67
Maruti,2005,CNG,Manual,64025,10.1,1048,Third,4,0.67
Maruti,2012,Diesel,Automatic,37317,11.4,1437,First,6,4.2
Maruti,2010,CNG,Automatic,167488,10.8,1749,Third,6,1.24
Maruti,2010,CNG,Manual,178084,20.9,2704,Second,7,1.93
Maruti,2022,CNG,Automatic,110585,11.2,1911,First,7,4.74
Hyundai,2021,CNG,Manual,157472,20.7,975,Second,7,4.02
Toyota,2016,CNG,Automatic,53270,13.7,1522,Second,5,10.19
Honda,2010,Petrol,Automatic,124415,23.2,1570,First,5,7.87
Tata,2012,Petrol,Automatic,185905,22.2,2747,Second,7,3.72
Tata,2023,Electric,Manual,199716,24.4,1502,First,4,9.24
Toyota,2014,Petrol,Automatic,85206,23.3,2928,Second,4,12.99
Toyota,2005,Electric,Manual,74468,24.0,1726,First,7,7.71
Tata,2017,Electric,Automatic,195545,22.9,937,Third,5,6.07
Tata,2021,Diesel,Automatic,181881,20.4,1949,Third,5,8.36
Hyundai,2007,CNG,Automatic,174400,12.6,2740,Second,4,3.52
Mahindra,2012,Petrol,Automatic,172856,14.1,2691,Third,6,5.99
Honda,2018,Diesel,Manual,28723,13.2,2678,First,4,13.68
Maruti,2007,Petrol,Manual,65646,19.1,2053,Second,6,3.67
Mahindra,2020,Electric,Automatic,5074,17.6,2283,Third,5,13.8
Toyota,2017,Petrol,Automatic,31498,23.0,2168,Third,5,12.18
Tata,2021,CNG,Manual,101881,24.3,1109,Second,7,7.93
Mahindra,2017,Electric,Manual,156613,16.1,1843,Third,5,7.1
Honda,2010,Electric,Manual,50929,17.6,2470,Third,6,11.82
Toyota,2021,Diesel,Manual,128199,24.6,2364,Second,4,13.62
Maruti,2018,CNG,Automatic,31028,14.1,2383,Third,7,7.58
Maruti,2021,Electric,Automatic,34545,21.9,2300,Third,6,7.93
Honda,2012,CNG,Manual,84569,13.4,1569,Third,4,9.54
Honda,2015,Petrol,Manual,36673,20.2,815,Third,4,9.56
Tata,2005,CNG,Manual,167046,13.8,1405,Second,4,1.84
Maruti,2011,Electric,Manual,194971,23.3,2181,First,5,1.22
Toyota,2021,Diesel,Manual,159169,18.4,1612,First,4,11.26
Mahindra,2014,Electric,Manual,107511,12.8,2790,Third,5,7.95
Toyota,2015,CNG,Automatic,98144,13.4,1694,Third,4,11.19
Hyundai,2013,CNG,Automatic,69824,17.4,2367,First,4,5.29
Hyundai,2013,Electric,Automatic,28525,24.4,1213,Third,5,5.85
Honda,2009,CNG,Manual,62804,21.5,824,First,5,7.66
Tata,2021,Petrol,Manual,151115,17.3,2804,Second,6,7.84
Hyundai,2013,Electric,Manual,46846,15.1,1115,Second,4,4.43
Maruti,2021,Diesel,Automatic,82261,18.2,1370,Second,5,5.76
Toyota,2023,Electric,Manual,186299,21.2,1524,Second,6,12.78
Toyota,2011,Petrol,Manual,189100,21.8,2649,Second,6,9.79
Honda,2013,Petrol,Automatic,173455,14.9,2099,Second,5,6.58
Mahindra,2011,Petrol,Manual,34483,20.8,2753,First,4,10.17
Honda,2017,Petrol,Automatic,12265,19.9,1188,Third,6,12.45
Mahindra,2015,Petrol,Automatic,27763,24.4,1243,First,4,10.33
Honda,2018,Diesel,Manual,20733,24.0,1770,Second,4,13.48
Honda,2023,CNG,Automatic,117196,21.8,2764,Third,6,12.04
Honda,2015,Petrol,Manual,96038,20.9,2628,Third,5,10.38
Mahindra,2017,Petrol,Automatic,42420,14.1,1103,Second,4,11.42
Mahindra,2018,Electric,Manual,145319,22.7,1563,Second,7,9.98
